speech_id,sentence_id,sentence_text,amr_penman,amr_nodes,amr_edges,amr_depth
1020000429,1020000429_00000,today i am reintroducing my comprehensive longterm care incentives act of 1991 to promote a privatepublic partnership to stimulate the longterm care market in the larger debate over health care longterm care has quickly become a costly and compelling concern for everyone older americans and their children fear becoming destitute and demoralized by a disabling illness longterm care policy requires incentives and options to succeed not another illconceived bureaucratic entitlement program planning ahead for the possible expenses of chronic care must become a customary rite of aging i wrote an article for the december 1990 issue of chief financial officer 1cfo magazine describing the publicprivate partnership tongterm care concept embodied in my legislation in response to that article a life insurance planning manager in portland or wrote in a letter to senator mark hatfield and others as follows,,138,137,7
1020000430,1020000430_00000,i rise today to pay tribute to frank b capone who on he 15th of this month will be installed as the 6 3th state president of the pennsylvania assoziation of realtors mr capone has been active in the r3al estate business tor over 30 years as a member of the delaware county board of realtors he chaired or served on every committee of the board one of which received a commendation from governor thornburg in may 1981 for its program to fight alcohol and drug abuse his dedication led him to the position of board president in 1981 and realtor of the year in 1982 mr capone has served his fellow pennsylvania realtors well and is most deserving of this recognition and honor his chairmanship of the standard forms committee and his service as vice president in 1984 and 1985 were invaluable to the continued growth and strength of the pennsylvania association of realtors mr capone has brought guidance and leadership to the realtors of pennsylvania and will continue to do so as he assumes the presidency of this outstanding organization i am proud to join with nearly 30 000 pennsylvania realtors in paying tribute to this exceptional man and extending my best wishes to him,,207,206,7
1020000431,1020000431_00000,today i have once again introduced legislation to reaffirm congressional support for the second amendment to the constitution of the united states because this year is the bicentennial of the bill of rights i feel it is imperative that we reaffirm our belief in the rights that all americans are entitled to under the constitution the purpose of this legislation is to ensure that our founding fathers intentions in creating the second amendment remain intact the second amendment states a well regulated militia being necessary to the security of a free state the right of the people to keep and bear arms shall not be infringed it would be a grave injustice to compromise or surrender the rights to which our founding fathers dedicated their lives there are few issues in this country that are more emotional or less understood than an individuals right to keep and bear arms and it is disheartening to see any erosion of these rights when the framers of our constitution clearly intended to guarantee an individuals freedom to protect himself our criminal justice system has far higher priorities especially given the excessive federal budget deficit than to spend its time and money depriving people of the right to use a gun for hunting target shooting and lawfully protecting themselves against trespass we must reject any attempts to restrict american citizens from defending themselves and their property any erosion of this right is a severe threat to one of our basic freedoms as citizens of the united states currently police protection is reactive and is only guaranteed in broad terms since the u s criminal justice system has obviously not demonstrated the ability to provide adequate public safety we simply cannot in all god conscience prevent individuals from protecting themselves let us face the factsguns do not kill people people kill people an inanimate object should not be blamed for the crime of a human after all do we blame the automobile or the driver in a hitandrun accident criminals will have access to guns no matter what we legislate it is the innocent lawabiding citizen that is victimized by gun control legislation for he then becomes easy prey for criminals instead criminals should be given harsher mandatory sentences when commiting a crime with a gun i suggest that states implement use a gun go to prison and other similiar legislation to punish those who abuse their second amendment right by commiting crimes with a gun in the year of bicentennial of the bill of rights i comment to my colleagues a column included in the november 13 issue of the washington post in hopes that it serve as a reminder of the purpose of the second amendment to the constitution,,456,455,7
1020000431,1020000431_00001,moreover i urge my colleagues to consider cosponsoring my resolution in order to put congress on record that it will unphold our second amendment rights,,25,24,3
1020000432,1020000432_00000,i rise today to pay tribute to a distinguished individual and my good friend mr richard mugridge rick has been a hardworking individual in michigans 12th district for some time now i have come to know him through his extensive work on my campaigns and know he has always been there to help me his commitment to my campaigns however is exceeded by his commitment to his union i e8 january 3 1991 congr in 1968 rick began working for michigan bell shortly thereafter he became active in his cwa local 4014 he became an election committee member in 1972 in 1976 rick received a great honor from his fellow members when he was appointed chief steward he was then elected vice president in 1981 for a 3year term in 1984 cwa local 4014 and 4008 merged rick has served as vice president of the north area for the past 6 years rick serves on the election bylaws legislative and mobilization committees his hard work and dedication have earned him respect and success he has been through the years a tireless champion for his fellow union members rick has been a loyal volunteer of mine since my first campaign for congress i am honored to call him a friend and proud to have his support i hope and expect that rick and i will stand shoulder to shoulder in the many challenges to come,,234,233,7
1020000433,1020000433_00000,today i am introducing legislation that is intended to help put a dent in the ease with which the nations illegal narcotics trade is carried on the telecommunications drug enforcement act of 1991 would allow law enforcement officials to obtain a court order to cut off the mobile communications service of persons the police have probable cause to believe are using those devices to participate in the illegal drug market over the past several years as communications technology has advanced so has the sophisticated use of new communications devices by persons involved in the illegal drug market the use of digital voice and message beepers mobile cellular telephones and facsimile machines in the drug trade is very high and growing a law enforcement official in the district of columbia estimates that 90 percent of the people arrested in the city for drug dealing have beepers and that an estimated 25 pagers are confiscated each week which have been used in the drug trade the use of these devices together with the use of public telephones has made the job of investigating and identifying drug traffickers a difficult task the legislation that i am proposing will allow law enforcement officials to obtain a court order based on probable cause to disconnect the mobile communications service to persons the police have reason to believe are using the equipment for illegal purposes obviously we must utilize all means necessary and proper to fight the war on drugs since there is vast evidence that otherwise useful convenient and innocuous devices are being used to perpetuate the drug trade we must attempt to stop this practice while i do not have any notions that this measure will stop drug dealers in their tracks i do believe it will be yet another hurdle or hindrance in their dirty business i urge my colleagues to support his measure essional record - extensions q,,316,315,7
1020000434,1020000434_00000,today i am introducing legislation which would take an important step toward the elimination of job discrimination in the north of ireland my bill stipulates that organizations receiving financial support from the american contribution to the international fund for ireland would be required to abide by the macbride principles of fair employment when i visited ireland in the summer of 1989 representatives of the minority catholic community raised concerns about the administration of the ifi and indicated that the 20 million annual funding level from the united states was simply contributing to continued discrimination against the catholic minority the macbride principles developed and very successfully promoted by the irish national caucus are similar to the sullivan principles utilized to combat discrimination in south africa,,124,123,7
1020000434,1020000434_00001,the macbride principles first prohibit discrimination based on religious affiliation second provide for the protection of minority employees at the workplace third ban provocative sectarian and political emblems from the workplace fourth establish layoff recall and termination procedures which do not favor particular religious groups fifth prohibit job reservations apprenticeship restrictions and differential employment criteria which discriminate on the basis of religion or ethnic origin sixth develop training programs that will prepare substantial numbers of minority employees for managerial supervisor administrative clerical and technical jobs my bill would help ensure that american taxpayers money is not used to further discrimination in ireland at no time should the united states support anticatholic discrimination but in particular during this era of extreme budget constraints we must ensure that every dollar is utilized effectively,,131,130,7
1020000435,1020000435_00000,today i introduced the federal budget structure act of before describing the provisions of this legislation however i wish to express my appreciation for the valuable assistance of charles bowsher the comptroller general and his staff in helping to develop this legislation the comptroller continues to play a valuable leadership role in improving our antiquated financial management practices the federal budget structure act simply seeks to identity define and present separate f remarks e 9 operating and capital components of the federal budget and to distinguish between federal funds and trust funds while maintaining a unified budget it is not yet a perfect piece of legislation but hopefully it will help fuel a needed debate let me reiterate that this legislation seeks to retain a unified budget this proposal does not attempt to reduce the federal budget deficit through more smoke and mirrors by taking capital expenditures offbudget a unified budget is maintained this legislation seeks to provide what the existing budget does notadequate information on the revenues expenditures surplus deficit amounts and financing requirements for capital activities of the federal government it also attempts to provide a distinction between federal funds and trust funds and between capital and operating activities in a manner which does not hinder identifying the resources needed to meet the governments capital infrastructure needs the benefits of a capital budget are many the private sector and a large majority of state and local governments have set a financial example of the direction the federal govemment should follow a capital budget focuses attention to a greater degree on the deteriorating physical infrastructure of the nation and allows us to make more rational investment decisions promotes intergenerational equity by burdening future generations with debt service only for activities that provide future tangible benefitscapital provides more equitable budget treatment of capital activities by avoiding the current frontend loading of the full costs in the first year and shows that borrowing to finance capital investments is accompanied by an increase in the nations assets a capital budget that remains part of the unified budget may also help us better define what is a balanced budget as we move in the direction of a balanced budget we need to more fully explore whether it makes sense for the federal government to balance its annual budget under current bookkeepinr practices efforts to improve federal financial management and better identity capital activities will bear directly on the quality and clarity of the financial information that we use to make budget decisions in closing congress continues to debate reducing the federal budget deficit budget process reform and more however all this may be to no avail unless we recognize the most fundamental problemthe lack of accurate timely and comprehensive federal financial information,,459,458,7
1020000436,1020000436_00000,i rise today with representative nancy johnson of connecticut to reintroduce the quality child care demonstration act this legislation is designed to establish a model child care grant program in the sweeping child care legislation passed last congress one of the major principles at the foundation of the bill was that parents states and localities are better decisionmakers than the federal government on how to care for children the idea behind the quality child care demonstration act is to identify successful child care centers at the local level and use their expertise to set up a network of community and family day care centers there is a wealth of good practical ideas and experience already out there in the private sector which we should try to tap into this legislation is an outgrowth of the child care challenge campaign conducted in ventura county with congresswoman nancy johnson the legislation we are reintroducing provides a mechanism tor local initiatives and expertise to be recognized and then applied to other areas under the bill outstanding child care centers would receive block grants to provide support and training for other centers in their area during the 101st congress the quality child care demonstration act was included in the house of representatives child care legislation but was unfortunately dropped in the conference in the final weeks of the second session with the passage of major child care legislation last congress it will be the responsibility of the 102d congress to oversee the implementation of the law identify its shortcomings correct its flaws and ensure that the founding principles of the law are realized to their fullest extent the quality child care demonstration act is designed for such a purpose and i encourage my colleagues to join in our efforts to bring the finest child care available to all families by cosponsoring this important legislation,,310,309,7
1020000437,1020000437_00000,the need for freedom loving people to strongly support the efforts of el salvadors president alfredo christiani in his countrys brave struggle against the marxist fmln has been recently memorialized by a declaration signed by the presidents of guatemala honduras nicaragua and costa rica i am pleased to share with my colleagues the text of this important document,,58,57,5
1020000438,1020000438_00000,i rise today before this distinguished body that i may bring to the attention of the newly assembled 102d congress the paramount infrastructure concem of my constituents in pennsylvaniathe exton bypass unprecedented commercial and industrial growth in the rural and suburban areas between the port of philadelphia and lancaster pa have swollen surface transportation demands far beyond the capacity of u s route 30 where it passes through exton pa west of exton route 30 is a fourlane expressway east of exton traffic flows on a modem highway with fully controlled access the 5 5mile segment of u s route 30 which passes through the heart of exton is the weak link in this highway of national importance it is a transportation coronary of congestion and gridlock the solution is the exton bypass it will complete the u s route 30 corridor by connecting the coatesvilledowningtown bypass to u s route 202 sixty percent of the route 30 traffic which staggers through exton from stop light to stop light neither originates nor ends in exton local and other passthrough traffic is forced into diversionary routes which swells feeder roads and arteries into gridlock the exton bypass will whisk at least 60 percent of the current traffic along highways of limited access and fully controlled access design the exton bypass will do much more than provide the muchneeded relief of traffic congestion the exton bypass also brings greater safety ease of access to public transportation and commercial infrastructure to southeastern pennsylvania currently all trucks hauling between the philadelphia port and lancaster must rubberneck through exton traffic studies have documented an extremely disproportionate volume of trucks on route 30 this condition has led to a high rate of truck accidents which would be tremendously reduced by construction of the exton bypass the exton bypass will also improve connections between private vehicle commuters and public transportation two commuter rail stations the southeastern pennsylvania transportation authoritys septa r5 line and amtraks harrisburg philadelphia line interface with the route 30 corridor by relieving intense congestion in the vicinity of these stations rail commuters will have more efficient essional record - extensions q access to rail and bus options which will further reduce road traffic in the region finally by offering efficient movement of personnel and materials the exton bypass will bring surface transportation infrastructure needs closer to current commercial demands and facilitate additional commercial growth the severe need for construction of the exton bypass has garnered broad and significant support private contributors have donated 5 million for improvements along the existing route 30 which will be the business loop of route 30 after the bypass is completed the chester county planning commission has identified the exton bypass as its top infrastructure objective septas louis j gambaccini chief operations officer and general manager expressed strong support for the exton bypass and said he believed it will serve as a model for future transportation projects in the nation because of its effective integration of rail bus and automobile transportation congressmen curt weldon and robert walker also support the exton bypass because of the regional impact of the current roadway deficiency and the great benefits the bypass will yield the pennsylvania department of transportation has already spent 33 million for engineering designs relocating major utility lines and pipes and has currently acquired about 80 percent of the needed rights of way last u s department of transportation secretary samuel k skinner voiced direct support for construction of the exton bypass with such broad support for constructing the exton bypass i was liopetul and optimistic about its imminent materialization in the meanwhile however the feeble link of u s route 30 where it passes through exton pa handles more daily and peak hour traffic than the nearest parallel interstate the pennsylvania turnpike near the downingtown intercharge with current federal budget constraints only the most critical infrastructure needs should get priority funding the exton bypass meets and exceeds that description i urge continued commitment at all levels for support of this most worthy use of taxpayers money now is the time for constructing the exton bypass,,686,685,7
1020000439,1020000439_00000,today i am introducing legislation which will create a cabinet office for the arts and humanities within the executive branch not only would such an agency be an asset to the administration but it would verity the idea that our country should have a federally funded national program dedicated solely to the enhancement of its own cultural heritage why do we need a secretary of the arts and humanities being a former student and professor of the fine arts i have experienced the tremendous impact that artistic ventures have on society now as a member of -congress i am able to advocate the funding of cultural programs on a national of reinarks e 11 level i realize that the federal government promotes the work of artists through the national endowments however this small amount of support is just not enough in 1965 the national foundation on the arts and humanities was created by congress since its establishment it has received strong bipartisan support over the years both in congress and in the white house presidents johnson nixon ford and carter who were men of strongly different philosophies on the purpose and function of government all approved a congressional declaration that financial assistance for the arts and humanities is a proper responsibility of the federal government in encouraging and enriching the human mind and spirit and in fostering the creativity of the american people those presidents requested increased amounts of support for our cultural heritage and development and each year congress overwhelmingly approved such increases did you know that only onehalf of 1 percent of the bush administrations fiscal year 1991 budget is directed toward support of the arts we must realize that these funds support all our countrys major cultural programs these include the national endowment for the arts the national endowment for the humanities the institute for museum services the smithsonian institution the national gallery of art and the commission of fine arts as legislators we have to ask ourselves can we justify the impact that these lean funding levels will have in our districts can we afford to lose the programs that foster the arts and humanities museums aquariums zoos and botanical gardens can we afford to lose our historical properties and programs that preserve our great works of art ideally all segments of our society should have the opportunity to take part in the experience of artistic expression and creativity the smithsonian institutions fine collections and research services as well as the programs under the jurisdiction of the national endowment for the arts the national endowment for the humanities and the institute for museum services provide direct return to americans of all ethnic social economic and educational levels the benefiis of these programs are realized in rural as well as urban america by the old as well as the young thse agencies have helped to make participation in the cultural community more equitable and feasible for all segments of our society this however is not enough the department of arts and humanities would ensure that all citizens were able to enjoy learn and benefit from the arts american artists have served as some of our most important ambassadors to the entire world through their work artists have historically brought diverse cultures together the shared experience of artistic expression and aesthetics creates the elements that enrich the soul and appeal to our higher instincts as human beings american literature music performing and visual arts and architecture are emulated all over the world people need the arts public attendance at museums is tremendous and overflow crowds are not uncommon furthermore in these times when trade issues and competitivess are so heatedly dicussed museums can and do make a unique and extradordinary contribution there is an artistic deficit in this country the federal government has an important responsibility to ensure the protection of our cultural heritage we cannot allow financial danger and fiscal preoccupation to outweigh artistic decisions and creative energy our cultural institutions have continued to present innovative works overwhelmingly highquality performances and important outreach and educational programs the continual financial struggle threatens the artistic freedom to invent to take chances and to present cultural activities to a broad range of our public the federal government must continue to expand its small but vital role in the cultural integrity of our nation it is time to create a cabinetlevel office dedicated to the arts,,735,734,7
1020000440,1020000440_00000,it is almost impossible to think about californias san fernando valley without thinking of one of its leading citizens mrs jane boeckmann mrs boeckmann is one of the most dynamic people i have ever met in her many roles as businesswoman civic leader philanthropist humanitarian wife and mother she has touched the lives of thousands besides her fulltime occupation of founder and publisher of valley magazine she is involved with many organizations she serves on the board of trustees for the los angeles county museum of natural history the board of directors for excellence in media the board of directors of world of opportunities international the wave of excellence committee for pepperdine university the board of directors for the 51st district agricultural association the board of directors of valley presbyterian hospital and the board of directors and executivia committee at the cultural foundation which she cofounded recently while congress was out of sesson mrs boeckmann was once again recognzed for her many achievements when she was honored by the valley industry and commerce association for the success of valley magazine and its positive approach to journalism it is only the most recent in a long series of accolades she has earned among her many honors mrs boeckmann has received the daisy award from the san fernando valley girl scouts council the newsmaker of the year award from the valley press club the circle award from the juvenile justice connection california mother of the year from american mothers inc the portraits in excellence award from bnai brith and the patriotic citizen of the year award from the military order of world wars in addition she is the only woman ever to receive the prestigious fernando award given yearly for outstanding service to the san fernando valley,,295,294,7
1020000440,1020000440_00001,im sure you will agree with me that jane boeckmann has earned her many recognitions and ask my colleagues to join me in saluting her for her outstanding work on behalf of her community,,34,33,3
1020000441,1020000441_00000,the savings and loan fiasco continues to be front page news in many states across the country my home state of illinois has seen the federal government take over dozens of thrifts with the cost being picked up by the american taxpayer unfortunately the taxpayer may often be picking up a tab that he need not be paying had the federal government kept their promise with many s ls in the first place such is the case of those thrifts that have supervisory goodwill on their books in the early 1980s a number of savings institutions were asked by our government to acquire ailing s ls in order to help the government and the taxpayers avert paying billions of dollars in bailout funds these institutions did not get cash or fslic notes for taking on these ailing thrifts but instead received what has become known as supervisory goodwill in agreements with the government these acquiring thrifts were allowed to write off this goodwill over a period of 20 to 40 years their ability to help the government and become involved in these transactions in the first place was premised upon this agreed treatment of supervisory goodwill the savings institutions in question relied heavily on these agreements and would not have gotten involved in the transactions had there not been such agreements unfortunately the 1989 thrift legislation broke the agreements and as a result is causing the unnecessary takeover of many institutions all at the expense of the american taxpayer the article that follows appeared in the december 22 1990 chicago tribune and is an example of what the 1989 thrift legislation has done to an s l that helped the federal government in time of need and later received less than appropriate thanks for its trouble after such a sorry performance no one can be blamed for not trusting the promises of the federal government in the future tfrom the chicago tribune dec 22 1990,,325,324,7
1020000442,1020000442_00000,during the second session of the 101st congress we reached agreement with the other body on a compromise measure concerning veterans education and employment issues unfortunately the session ended before final action could be taken on the agreement accordingly the bill i am introducing today reflects that compromise and includes provisions derived from measures acted on during the 101st congressh r 4087 h r 4088 h r 4089 and s 2100 the following is a brief summary of the major provisions included in the compromise agreement,,86,85,7
1020000443,1020000443_00000,i rise today in recognition of joseph t kelley chairman of the board of the berkshire gas co of pittsfield ma upon the occasion of his retirement as senior executive officer of that company after a long and distinguished career joe kelley is known nationally for his contributions to the natural gas industry a decorated veteran with wide ranging experience in the utility field his expertise has been vital to his industry and his business acumen has been instrumental in shaping the natural gas industry especially in new england he came of pittsfield in 1953 as vice president and general manager of the pittsfield coal gas co with the acquisition of berkshire gas of north adams in 1954 pittsfield coal gas came to be known as the berkshire gas co under his leadership the company expanded once again in 1958 with the acquisition of the greenfield gas light co today berkshire gas serves more than 30 000 customers in three counties with assets that have grown more than 100 times since 1954 in addition to playing key roles in senior positions with other new england gas utilities he has served as chairman of the new england gas association and president of the guild of gas managers in addition he currently serves as chairman of starbase technologies of pittsfield and as a director of the berkshire mutual insurance co and energynorth of manchester nh,,233,232,7
1020000443,1020000443_00001,i am proud to count joe kelley as a valued friend and constituent he has labored long and hard both in business and in aiding others to achieve their full potential he is a man among man and i take this opportunity to salute and congratulate him upon the occasion of his retirement,,53,52,5
1020000444,1020000444_00000,today i am introducing legislation which would allow medicines medical supplies and equipment to be exported to cuba notwithstanding the united states trade embargo against that country since 1962 the united states has with few exceptions prohibited trade and other relations with cuba this legislation would provide a special humanitarian exemption to that embargo for the purpose of exporting muchneeded medicines and medical supplies some of our colleagues may disagree about the best way to promote political reform and human rights in cuba i have for many years argued that the united states could most effectively pursue these goals by restoring diplomatic and economic relations thus giving us greater contact and leverage with the cuban government many in congress and in the bush administration however are moving in just the opposite direction toward further restrictions on contacts between the united states and cuba i believe this approach is counterproductive and only serves to isolate the cuban people even further from the dramatic changes occurring around the world regardless of this difference of opinion however there should be no disagreement about one issue people in need of medical supplies should not be denied our help simply because we disagree with their leaders the united states when acting in consonance with its highest principles has traditionally been willing to extend such humanitarian assistance to other nations regardless of the ideologies of their leaders this principle has not been honored in our policy toward cuba the legislation iam proposing todaywhich was originally introduced by our late colleague congressman mickey lelandwould make a special exception to the united states trade embargo against cuba and would allow the export of medicines or medical supplies instruments or equipment i urge my colleagues to support this humanitarian legislation the text of the legislation follows h r be it enacted by the senate and house of representatives of the united states of america in congress assembled,,318,317,7
1020000445,1020000445_00000,i am introducing today the civil rights act of 1991 since passage of the civil rights act of 1964 this nation has made great strides in providing greater opportunity in the workplace for all americans yet testimony taken during joint hearings of the house judiciary committee and the education and labor committee during the last congress revealed clearly that difficulties in the workplace still exist for women and minorities in addition the accomplishments that have been made through decades of struggle were placed in jeopardy by the supreme court by a series of restrictive and damaging civil rights decisions in 1989 passage of the civil rights act of 1991 is essential to give all women the same rights as those available to minorities to overcome the roadblocks in civil rights that were raised by the supreme courts decisions and to continue moving forward toward the greater goal of equal opportunity for all americans there is no reason in the last decade of the 20th century that women and minorities should not be able to compete for jobs on an equal basis with other workers there is no reason that the women of this country should not have the same rights as others to be compensated for the devastating effects of intentional flagrant discrimination the civil rights act of 1991 essentially embodies the language of the civil rights act of 1990 as reported by the house judiciary committee last year when this act is passedat the beginning of another great decade of american historyit will provide the needed impetus to business to overcome the last vestiges of second class citizenship for women and minorities in the workplace to ensure a level playing field for all americans and to assure that our brothers and sisters are treated faily and equitably in their struggle for jobs equal to their skills and abilities i want to point out one particular provision which was not in the bill as reported out by the committee last year but which is included in this version over the past several months we have heard opponents of this legislation charge that it would lead to the imposition of quotas in the workplace there is no basis to this charge it is a red herring mandatory quotas were not required under the law as it existed and was interpreted before the supreme courts 1989 decisions there is no way that this bill could be interpreted as requiring quotas in fact section 13 of last years bill specifically stated nothing in the amendments made by this be construed to require an employer to adopt hiring or promotion quotas on the basis of race color religion sex or national origin the bill that is being introduced today expands on this clear language by specifying that it shall not be construed to require or encourge the adoption of quotas let us put this spurious and inflammatory issue to rest and consider what the bill actually says and does e 14 january 3 1991 congri president bushs veto last year of the civil rights act of 1990 was a shocking affront to our nations longstanding bipartisan commitment to equal opportunity swift passage of this bill will give the administration a new chance to do the fight thing to place itself on the side of equality and progress to set aside demagogic and divisive rhetoric it is time for all of us to get about the business of helping make ours a nation that is indivisible with liberty and justice for all i urge support for the civil rights act of 1991,,597,596,7
1020000446,1020000446_00000,today i am introducing an amendment to the constitution of the united states that would provide for 4year terms for representatives and to limit the number of terms representatives may serve to three limiting congressional terms would be the most effective way of returning congress to the legislative body envisioned by our founding fathers--one of citizen legislators who truly represent the constituents they serve and who are committed to solving our nations problems currently members may spend onehalf or more of every term running for reelection creating dilemmas for members and leading many to question whether our actions are designed to promote real solutions to our countrys problems or are merely cynical election year maneuvers representatives serving only a limited time will have a greater incentive to focus their at- tention on policymaking to reform failed government programs and limit the size and com- plexity of the federal bureaucracy in such a way as to benefit the people we serve less attention will be given to the creation of federal programs to address issues perceived by pollsters to be of benefit to one party or the other in the campaign arena i believe the house of representatives can be a more effective and efficient instrument of the people if we spent more time on governance and less time running for reelection,,221,220,7
1020000447,1020000447_00000,several years ago former president reagan described the telecommunications industry as one in which we are still a leader in innovation despite his optimistic assessment recent information released by the current bush administration indicates that a more ominous outlook is warranted last year the united states again suffered record trade deficits trade deficits for telecommunications equipment soared upwards toward 2 billion essional record - extensions today not one residential telephone instrucmentthe device pioneered by alexander graham bellrs manufactured by an american company in the united states i have drafted legislation to reverse this trend today 1 am introducing a bill to establish our nations policy with respect to telecommunications equipment manufacture our current policiesor the lack thereofhave resulted in increasing telecommunications trade deficits as well as unemployment and worker dislocation in that industry to say nothing of the erosion of american dominance of the telecommunications industry internationally and the related braindrain we have observed american firms like at t going offshore to manufacture residential telephones and we have seen an increase in proposed joint venture activities between bell operating companies and foreign telecommunications equipment manufacturers our trade imbalance results from at least two misguided policies first the republican administrations have permitted foreign nations such as japan to bar highquality americanproduced telecommunications equipment second these same policy makers opened our trade doors to allow foreign manufacturers to make major inroads into our domestic markets the door of free trade must swing both ways while foreign products pile up higher on our docks and in our stores american jobs are exported overseas this is not an idle notion the commerce department has estimated that over two and one half million jobs were lost as a result of the trade deficit in addition american companies lured by special tax breaks and low wages offered by third world nations have migrated offshore enmasse there these expatriate corporations turn back the clock to recreate sweatshops reminiscent of the 19th century for example in 1985 at t shut down the last plant in the united statesin shreveport lawhere residential telephones were made this operation is now located in singapore this is not an isolated plant closing since divestiture at t has closed many of its operations in the united states costing us not only productive capacity but also at least 18 000 jobs companies such as at t apparently pledge allegiance to no flag their loyalty is to shortterm profit and shareholder satisfaction in order to stop this exportation of domestic telecommunications manufacturing employmrent and profit to foreign countries i propose legislation to require the regional bell operating companies to manufacture in the united states any equipment they want to sell here the bell operating companies are currently prohibited by the modified final judgment in the at t divestiture case from producing telecommunications equipment my proposal provides for a comprehensive definition of the elusive word manufacture it specifies that manufacturing includes engineering design product development testing and production under the terms of my bill all these activities would take place in the united states in my view congress should take steps now to redirect our national telecommunications trade policy so that it benefits americaits consumers and its workers we must not forget that the telephone is a uniquely american instrument it was invented here and our 9f reniarks e 15 predecessors built the worlds best communications network around it i want to help give the competitive edge in international telecommunications back to america before we open telecommunications equipment manutacturing to more compeition i want to make sure that those interested in reaping profit from such action take full advantage of the abundant technological and human resources available to them right here in the good old u s a america can regain its preeminence in telecommunications trade if we look to our homebased resources i invite my colleagues to join me in this effort to make america strong again at least in this area of telecommunications trade h r be it enacted by the senate and house of representatives of the united states of america in congress assembled,,681,680,7
1020000448,1020000448_00000,i would like to bring to my colleagues attention to recent retirement of an outstanding legislator california assemblywoman marian la follette marian served for a decade in the state legislature and earned a reputation for hard work her skills as a negotiator and as an influential lawmaker as im sure well all agree those are skills a legislator needs to be successful no matter in which arena those skills are used during her tenure in sacramento marian worked hard on many issues but concentrated her attention on three concerns of special interest education transportation and criminal justice although she has not been successfulyet--she has been a leader in the longoverdue goal of breaking up the massive los angeles unified school district into smaller districts more responsive to the community she is also a political survivor having had her district carved out from under her not once but twice despite the odds she carried on her fight for her principals and continued to win reelection marian also can boast of many other accomplishments including her service as president of the los angeles community college districts board of trustees public interest director for the federal home loan bank board of san francisco vice chair of the national advisory council for career education president of the volunteer league of the san fernando valley and founding and charter president of the northridge guild of childrens hospital,,232,231,7
1020000448,1020000448_00001,im sure i speak for all my colleagues in wishing marian and her husband john well and in hoping they are finally able to find the time for the fishing camping and sailing they enjoy she has truly earned her retirement,,41,40,4
1020000449,1020000449_00000,if cspan ever decided to produce a show called congressional bloopers and practical jokes last sessions national endowment for the arts nea reauthorization surely would claim a starring role the lengthy debate filled the airways with countless bloopers while the final package proved to be one big practical joke less than 2 months after its passage nea chairman john frohnmayer refused to uphold the legislations decency provision declaring that he will not be the nations decency czar i agree with chairman frohnmayerhe should not be a decency czar i also believe that the american people should not be forced to sponsor specific works created by a select few but as long as there is public funding for the arts this will be the case the nea will continue to impose government standards on art with or without decency provisions and the american taxpayer will forever be required to finance these standards because it can offer only limited funding the nea must be selective and in turn must institute standards these standards are determined by government officials like mr frohnmayer who issue grant decisions according to their definitions of artistic merit so while chairman frohnmayer may not want to be a decency czar he is inevitably our nations art critic and we are his patrons i suggest we return american art to the eyes of its beholders and take it away from the meddlesome hands of bureaucrats therefore i am reintroducing the privatization of art act a bill which would eliminate the national endowment for the arts abolishing the nea would not mean the demise of american art on the contrary it would signal the beginning of creative independence the 175 million lost in public funds could easily be recovered by the private sector where 7 billion is spent on arts advancement each year more artists could gain access to this money as it no longer would be tied up in nea matching funds arrangements and finally not one penny of that money would be contingent on government approval so without the nea american artists would in effect be freed of government intervention mr frohnmayer would not be crowned decency czar and congress would have one less practical joke to play on its constituency,,373,372,7
